product_id,brand_name,product_name,sku,srp,gross_weight,net_weight,recyclable_package,low_fat,units_per_case,cases_per_pallet,shelf_width,shelf_height,shelf_depth,product_subcategory,product_category,product_department,product_family
1090,High Quality,High Quality Tissues,76116951107,2.15,7.88,4.88,1,0,4,9,6.04,6.5,9.66,Paper Wipes,Paper Products,Household,Non-Consumable
1091,High Quality,High Quality Scented Toilet Tissue,38028220534,3.56,11.5,9.5,1,0,13,11,4.33,6.75,13.5,Paper Wipes,Paper Products,Household,Non-Consumable
1397,Sunset,Sunset Paper Towels,45586578249,1.43,10.2,7.19,0,0,5,7,17.1,18.1,21.1,Paper Wipes,Paper Products,Household,Non-Consumable
1398,Sunset,Sunset Soft Napkins,79830029606,3.15,9.38,8.38,1,0,35,11,11.4,22.4,16.4,Paper Wipes,Paper Products,Household,Non-Consumable
1399,Sunset,Sunset Scented Tissue,70216831564,1.78,11.6,10.6,1,0,31,10,22.8,3.76,15.6,Paper Wipes,Paper Products,Household,Non-Consumable
1400,Sunset,Sunset Toilet Paper,49795919060,0.86,8.0,7.0,0,0,29,13,15.8,15.8,16.7,Paper Wipes,Paper Products,Household,Non-Consumable
1401,Sunset,Sunset Tissues,99420487284,1.59,10.2,8.19,0,0,31,7,7.32,17.0,16.0,Paper Wipes,Paper Products,Household,Non-Consumable
1402,Sunset,Sunset Scented Toilet Tissue,72139471173,2.59,9.43,7.43,0,0,20,7,21.5,21.4,11.2,Paper Wipes,Paper Products,Household,Non-Consumable
154,Denny,Denny Room Freshener,69194105267,1.96,16.8,13.7,1,0,16,11,16.1,9.84,21.5,Deodorizers,Cleaning Supplies,Household,Non-Consumable
465,Red Wing,Red Wing Room Freshener,34127966761,2.95,15.2,13.1,0,0,35,9,5.06,4.5,4.26,Deodorizers,Cleaning Supplies,Household,Non-Consumable
776,Cormorant,Cormorant Room Freshener,30449853539,3.89,6.21,4.21,1,0,17,6,3.41,8.36,12.2,Deodorizers,Cleaning Supplies,Household,Non-Consumable
1092,High Quality,High Quality Room Freshener,13033905625,2.38,7.97,5.96,1,0,21,14,4.2,17.6,19.6,Deodorizers,Cleaning Supplies,Household,Non-Consumable
1403,Sunset,Sunset Room Freshener,67099675536,2.44,15.7,13.6,1,0,11,6,14.2,15.2,4.29,Deodorizers,Cleaning Supplies,Household,Non-Consumable
155,Denny,Denny Frying Pan,64154309630,3.81,20.6,18.6,1,0,26,8,12.9,18.9,5.37,Pots and Pans,Kitchen Products,Household,Non-Consumable
466,Red Wing,Red Wing Frying Pan,39895885586,2.63,8.79,5.78,0,0,23,8,4.36,18.5,16.1,Pots and Pans,Kitchen Products,Household,Non-Consumable
777,Cormorant,Cormorant Frying Pan,80074421763,3.72,17.7,15.7,1,0,8,11,19.2,3.59,8.64,Pots and Pans,Kitchen Products,Household,Non-Consumable
1093,High Quality,High Quality Frying Pan,34182941317,2.81,20.7,19.7,1,0,17,14,19.9,13.0,15.5,Pots and Pans,Kitchen Products,Household,Non-Consumable
1404,Sunset,Sunset Frying Pan,99056425690,2.71,18.0,15.0,0,0,12,8,5.75,16.5,3.58,Pots and Pans,Kitchen Products,Household,Non-Consumable
156,Denny,Denny Copper Cleaner,96111059784,0.55,21.5,19.5,0,0,20,11,17.5,21.2,20.0,Pot Cleaners,Kitchen Products,Household,Non-Consumable
158,Denny,Denny Silver Cleaner,37601416707,1.58,21.1,18.1,0,0,5,8,13.6,4.56,15.2,Pot Cleaners,Kitchen Products,Household,Non-Consumable
467,Red Wing,Red Wing Copper Cleaner,91807155013,3.81,8.33,7.32,1,0,3,7,22.1,21.8,6.3,Pot Cleaners,Kitchen Products,Household,Non-Consumable
469,Red Wing,Red Wing Silver Cleaner,87961875796,1.29,8.03,5.02,1,0,30,13,16.7,14.0,21.4,Pot Cleaners,Kitchen Products,Household,Non-Consumable
778,Cormorant,Cormorant Copper Cleaner,52793405652,2.72,21.3,19.2,1,0,18,13,17.5,3.84,12.5,Pot Cleaners,Kitchen Products,Household,Non-Consumable
780,Cormorant,Cormorant Silver Cleaner,79710360169,2.84,19.5,18.5,0,0,21,7,18.4,18.2,17.9,Pot Cleaners,Kitchen Products,Household,Non-Consumable
1094,High Quality,High Quality Copper Cleaner,68426392674,3.77,8.39,6.39,1,0,21,12,18.2,13.2,19.4,Pot Cleaners,Kitchen Products,Household,Non-Consumable
1096,High Quality,High Quality Silver Cleaner,62294412255,2.56,13.5,11.5,1,0,9,12,21.6,12.4,12.8,Pot Cleaners,Kitchen Products,Household,Non-Consumable
1405,Sunset,Sunset Copper Cleaner,63254396319,0.89,17.2,14.2,0,0,1,8,20.0,20.8,18.8,Pot Cleaners,Kitchen Products,Household,Non-Consumable
1407,Sunset,Sunset Silver Cleaner,52765478491,0.63,14.5,13.5,1,0,3,5,4.5,14.0,19.7,Pot Cleaners,Kitchen Products,Household,Non-Consumable
157,Denny,Denny Bees Wax Candles,60309030413,2.95,20.2,18.2,1,0,18,9,9.04,22.2,20.5,Candles,Candles,Household,Non-Consumable
468,Red Wing,Red Wing Bees Wax Candles,66812840104,1.74,10.6,9.6,1,0,5,14,12.1,12.0,5.58,Candles,Candles,Household,Non-Consumable
779,Cormorant,Cormorant Bees Wax Candles,47753610014,1.81,8.09,5.09,0,0,30,11,22.6,3.0,21.5,Candles,Candles,Household,Non-Consumable
1095,High Quality,High Quality Bees Wax Candles,58813194632,1.58,9.85,7.85,0,0,5,13,3.4,12.2,8.97,Candles,Candles,Household,Non-Consumable
1406,Sunset,Sunset Bees Wax Candles,29329741597,0.56,12.2,9.19,1,0,36,12,13.0,12.7,20.4,Candles,Candles,Household,Non-Consumable
159,Denny,Denny Copper Pot Scrubber,84939283728,1.71,10.1,8.1,0,0,14,5,10.4,13.8,18.5,Pot Scrubbers,Kitchen Products,Household,Non-Consumable
470,Red Wing,Red Wing Copper Pot Scrubber,32205327153,2.9,7.57,5.57,1,0,15,7,14.5,17.3,11.5,Pot Scrubbers,Kitchen Products,Household,Non-Consumable
781,Cormorant,Cormorant Copper Pot Scrubber,43908330798,3.95,7.24,5.23,0,0,31,9,16.7,18.4,21.8,Pot Scrubbers,Kitchen Products,Household,Non-Consumable
1097,High Quality,High Quality Copper Pot Scrubber,21918980479,2.15,9.01,8.01,0,0,6,11,17.4,7.73,9.25,Pot Scrubbers,Kitchen Products,Household,Non-Consumable
1408,Sunset,Sunset Copper Pot Scrubber,89295631051,2.65,9.92,7.92,0,0,29,5,18.9,17.8,16.5,Pot Scrubbers,Kitchen Products,Household,Non-Consumable
160,Denny,Denny Economy Toilet Brush,31469436287,2.13,9.18,7.18,0,0,3,9,6.91,4.92,13.8,Toilet Brushes,Bathroom Products,Household,Non-Consumable
471,Red Wing,Red Wing Economy Toilet Brush,22592129111,0.83,9.93,7.93,0,0,17,14,4.55,7.5,10.8,Toilet Brushes,Bathroom Products,Household,Non-Consumable
782,Cormorant,Cormorant Economy Toilet Brush,99983676075,2.34,9.02,7.02,1,0,36,11,6.86,7.5,6.25,Toilet Brushes,Bathroom Products,Household,Non-Consumable
1098,High Quality,High Quality Economy Toilet Brush,60735834240,1.39,21.7,18.7,1,0,11,13,22.3,8.62,10.2,Toilet Brushes,Bathroom Products,Household,Non-Consumable
1409,Sunset,Sunset Economy Toilet Brush,15871264338,0.53,7.18,6.17,0,0,25,13,5.1,11.0,12.4,Toilet Brushes,Bathroom Products,Household,Non-Consumable
161,Denny,Denny Scissors,24142939448,1.52,10.0,8.0,1,0,32,11,11.5,7.21,8.55,Tools,Hardware,Household,Non-Consumable
163,Denny,Denny Screw Driver,94507216811,2.38,14.7,11.6,0,0,4,7,12.9,18.6,7.11,Tools,Hardware,Household,Non-Consumable
472,Red Wing,Red Wing Scissors,57052045464,0.82,9.47,8.47,1,0,10,12,22.3,10.8,20.9,Tools,Hardware,Household,Non-Consumable
474,Red Wing,Red Wing Screw Driver,55493467450,3.52,21.3,19.2,1,0,26,10,17.1,22.4,17.7,Tools,Hardware,Household,Non-Consumable
783,Cormorant,Cormorant Scissors,33419412970,2.47,12.6,11.6,1,0,10,13,5.15,7.76,10.1,Tools,Hardware,Household,Non-Consumable
785,Cormorant,Cormorant Screw Driver,86525198817,2.28,9.63,8.63,1,0,21,10,6.13,21.9,16.0,Tools,Hardware,Household,Non-Consumable
1099,High Quality,High Quality Scissors,94492883086,3.24,9.42,7.42,1,0,20,6,20.6,8.87,14.1,Tools,Hardware,Household,Non-Consumable
1101,High Quality,High Quality Screw Driver,90647603869,2.62,7.64,5.63,1,0,30,13,21.5,3.26,19.5,Tools,Hardware,Household,Non-Consumable
1410,Sunset,Sunset Scissors,21639183163,1.72,17.3,15.2,0,0,14,13,14.0,7.24,4.28,Tools,Hardware,Household,Non-Consumable
1412,Sunset,Sunset Screw Driver,48556137681,1.83,19.6,17.6,1,0,15,10,3.85,8.51,8.56,Tools,Hardware,Household,Non-Consumable
162,Denny,Denny Large Sponge,18693817257,2.85,13.8,10.8,1,0,6,8,8.34,16.3,12.4,Sponges,Kitchen Products,Household,Non-Consumable
473,Red Wing,Red Wing Large Sponge,82774483561,0.73,14.0,12.0,0,0,24,12,21.8,4.17,15.0,Sponges,Kitchen Products,Household,Non-Consumable
784,Cormorant,Cormorant Large Sponge,69949565529,0.52,8.17,7.17,1,0,1,9,20.9,22.9,6.53,Sponges,Kitchen Products,Household,Non-Consumable
1100,High Quality,High Quality Large Sponge,12547503113,0.72,20.9,18.8,1,0,11,11,16.4,4.1,10.5,Sponges,Kitchen Products,Household,Non-Consumable
1411,Sunset,Sunset Large Sponge,73550452589,1.9,17.4,15.3,1,0,19,11,12.4,7.24,9.27,Sponges,Kitchen Products,Household,Non-Consumable
164,Ship Shape,Ship Shape Extra Lean Hamburger,69512901902,2.97,13.4,11.3,1,1,27,6,4.46,19.6,7.53,Hamburger,Meat,Meat,Food
165,Ship Shape,Ship Shape Seasoned Hamburger,90661937594,1.75,8.26,6.26,0,0,31,10,9.36,3.99,16.0,Hamburger,Meat,Meat,Food
475,Quick,Quick Extra Lean Hamburger,74355801939,2.61,20.9,17.8,1,0,6,9,14.9,5.75,7.85,Hamburger,Meat,Meat,Food
476,Quick,Quick Seasoned Hamburger,82410421967,3.64,15.6,14.6,1,0,22,12,12.1,11.2,13.8,Hamburger,Meat,Meat,Food
786,Footnote,Footnote Extra Lean Hamburger,92293117642,0.97,13.2,11.1,0,0,25,9,4.42,22.2,19.9,Hamburger,Meat,Meat,Food
787,Footnote,Footnote Seasoned Hamburger,54204387068,1.49,13.0,11.0,0,1,32,11,7.55,7.0,11.7,Hamburger,Meat,Meat,Food
1102,Genteel,Genteel Extra Lean Hamburger,67939990162,1.9,11.3,8.3,1,0,34,11,19.8,3.51,3.42,Hamburger,Meat,Meat,Food
1103,Genteel,Genteel Seasoned Hamburger,25277857184,1.15,11.1,9.1,1,0,15,13,9.87,7.1,20.3,Hamburger,Meat,Meat,Food
1413,Gerolli,Gerolli Extra Lean Hamburger,69705173373,3.38,13.8,11.8,1,1,4,10,12.8,4.76,20.4,Hamburger,Meat,Meat,Food
1414,Gerolli,Gerolli Seasoned Hamburger,13948624730,1.34,19.5,17.5,1,0,26,9,3.79,17.6,8.0,Hamburger,Meat,Meat,Food
166,Robust,Robust Monthly Sports Magazine,11003258824,2.47,11.2,10.1,1,0,31,6,6.67,18.9,14.4,Sports Magazines,Magazines,Periodicals,Non-Consumable
477,Dollar,Dollar Monthly Sports Magazine,70510522723,0.86,19.1,18.1,1,0,7,12,20.4,15.0,14.6,Sports Magazines,Magazines,Periodicals,Non-Consumable
788,Excel,Excel Monthly Sports Magazine,29210072159,0.55,21.0,19.0,0,0,24,8,9.98,21.1,18.6,Sports Magazines,Magazines,Periodicals,Non-Consumable
1104,Mighty Good,Mighty Good Monthly Sports Magazine,61808009743,2.45,15.0,14.0,0,0,8,12,11.7,4.31,13.5,Sports Magazines,Magazines,Periodicals,Non-Consumable
1415,Gauss,Gauss Monthly Sports Magazine,83909401297,3.8,13.7,10.6,1,0,12,11,19.2,8.72,11.5,Sports Magazines,Magazines,Periodicals,Non-Consumable
167,Robust,Robust Monthly Auto Magazine,91390060782,0.6,14.4,13.3,0,0,6,11,13.8,5.88,18.3,Auto Magazines,Magazines,Periodicals,Non-Consumable
478,Dollar,Dollar Monthly Auto Magazine,47802909016,2.91,10.8,8.8,0,0,6,13,19.2,12.2,12.2,Auto Magazines,Magazines,Periodicals,Non-Consumable
789,Excel,Excel Monthly Auto Magazine,50359107851,3.62,19.7,18.7,1,0,12,7,21.4,22.1,19.0,Auto Magazines,Magazines,Periodicals,Non-Consumable
1105,Mighty Good,Mighty Good Monthly Auto Magazine,54481512904,1.85,13.7,10.6,0,0,6,11,3.29,5.32,13.9,Auto Magazines,Magazines,Periodicals,Non-Consumable
1416,Gauss,Gauss Monthly Auto Magazine,63488488793,2.78,16.1,15.1,1,0,14,8,9.19,18.8,10.8,Auto Magazines,Magazines,Periodicals,Non-Consumable
168,Robust,Robust Monthly Computer Magazine,94871278405,1.26,10.4,8.39,0,0,23,11,11.6,8.92,9.67,Computer Magazines,Magazines,Periodicals,Non-Consumable
479,Dollar,Dollar Monthly Computer Magazine,71238645911,2.15,16.4,14.3,1,0,14,13,4.95,8.2,15.5,Computer Magazines,Magazines,Periodicals,Non-Consumable
790,Excel,Excel Monthly Computer Magazine,84602559208,0.77,12.4,9.39,1,0,28,8,3.61,19.4,6.37,Computer Magazines,Magazines,Periodicals,Non-Consumable
1106,Mighty Good,Mighty Good Monthly Computer Magazine,60249431729,1.52,6.5,4.5,0,0,16,8,5.42,22.5,21.2,Computer Magazines,Magazines,Periodicals,Non-Consumable
1417,Gauss,Gauss Monthly Computer Magazine,23113057017,3.61,15.6,13.6,0,0,29,8,6.97,22.1,20.9,Computer Magazines,Magazines,Periodicals,Non-Consumable
169,Robust,Robust Monthly Home Magazine,54495846629,1.98,19.5,17.5,1,0,29,11,17.2,5.11,11.8,Home Magazines,Magazines,Periodicals,Non-Consumable
480,Dollar,Dollar Monthly Home Magazine,41670928597,1.69,13.2,12.1,0,0,13,13,9.06,13.5,16.5,Home Magazines,Magazines,Periodicals,Non-Consumable
791,Excel,Excel Monthly Home Magazine,62304272055,2.15,8.39,6.39,0,0,16,7,22.9,13.6,17.6,Home Magazines,Magazines,Periodicals,Non-Consumable
1107,Mighty Good,Mighty Good Monthly Home Magazine,10943660140,2.7,18.3,17.2,0,0,4,7,4.73,16.7,12.5,Home Magazines,Magazines,Periodicals,Non-Consumable
1418,Gauss,Gauss Monthly Home Magazine,85832040905,1.61,13.3,12.3,0,0,10,11,16.6,14.2,11.7,Home Magazines,Magazines,Periodicals,Non-Consumable
170,Robust,Robust Monthly Fashion Magazine,57929857373,3.2,9.56,8.56,0,0,23,9,5.74,4.41,9.95,Fashion Magazines,Magazines,Periodicals,Non-Consumable
481,Dollar,Dollar Monthly Fashion Magazine,23127390742,2.85,14.1,12.1,1,0,33,12,5.31,5.9,6.13,Fashion Magazines,Magazines,Periodicals,Non-Consumable
792,Excel,Excel Monthly Fashion Magazine,41883359551,2.13,7.1,5.09,1,0,13,6,14.4,14.6,18.0,Fashion Magazines,Magazines,Periodicals,Non-Consumable
1108,Mighty Good,Mighty Good Monthly Fashion Magazine,75949345231,1.64,18.3,17.2,1,0,6,9,16.1,17.9,12.4,Fashion Magazines,Magazines,Periodicals,Non-Consumable
1419,Gauss,Gauss Monthly Fashion Magazine,80792245268,0.83,15.7,13.6,1,0,17,12,6.6,4.39,10.9,Fashion Magazines,Magazines,Periodicals,Non-Consumable
171,High Top,High Top Summer Squash,76792191863,2.95,18.7,17.7,0,0,30,9,11.3,20.6,12.0,Fresh Vegetables,Vegetables,Produce,Food
172,High Top,High Top Corn on the Cob,18748942017,3.32,16.1,14.1,0,1,3,8,12.3,18.4,4.75,Fresh Vegetables,Vegetables,Produce,Food
173,High Top,High Top Asparagus,72946912646,1.43,21.9,20.8,0,0,13,13,22.0,9.15,7.34,Fresh Vegetables,Vegetables,Produce,Food
174,High Top,High Top Sweet Peas,50239298939,1.71,13.4,11.3,1,0,22,8,12.3,21.0,21.8,Fresh Vegetables,Vegetables,Produce,Food
175,High Top,High Top New Potatos,97577165961,3.85,6.82,4.82,1,1,16,8,13.0,15.4,13.2,Fresh Vegetables,Vegetables,Produce,Food
176,High Top,High Top Beets,44107318520,2.27,12.1,10.1,1,0,29,7,10.4,14.9,8.42,Fresh Vegetables,Vegetables,Produce,Food
177,High Top,High Top Prepared Salad,36780821681,1.66,10.5,8.5,0,0,19,14,5.0,16.2,3.3,Fresh Vegetables,Vegetables,Produce,Food
178,High Top,High Top Onions,42548740506,1.33,19.5,16.5,1,1,25,7,20.3,18.2,12.3,Fresh Vegetables,Vegetables,Produce,Food
179,High Top,High Top Green Pepper,83242968916,2.75,19.7,18.7,0,1,2,6,3.93,15.1,21.6,Fresh Vegetables,Vegetables,Produce,Food
180,High Top,High Top Shitake Mushrooms,34346523880,0.69,12.3,11.3,0,0,17,9,17.3,18.2,10.9,Fresh Vegetables,Vegetables,Produce,Food
181,High Top,High Top Lettuce,79397689700,0.93,16.1,14.1,0,1,23,5,16.1,15.1,14.5,Fresh Vegetables,Vegetables,Produce,Food
182,High Top,High Top Elephant Garlic,89739010930,1.84,9.05,6.05,0,1,11,12,13.2,6.07,13.5,Fresh Vegetables,Vegetables,Produce,Food
183,High Top,High Top Red Pepper,80125812888,2.41,7.06,5.05,1,0,22,8,4.13,19.5,18.6,Fresh Vegetables,Vegetables,Produce,Food
184,High Top,High Top Garlic,83607030510,3.4,20.0,18.0,1,1,22,13,22.7,11.8,6.41,Fresh Vegetables,Vegetables,Produce,Food
185,High Top,High Top Potatos,43231598734,0.57,9.3,7.3,1,0,24,12,11.4,8.03,4.14,Fresh Vegetables,Vegetables,Produce,Food
186,High Top,High Top Cauliflower,82048452496,2.23,18.7,17.7,0,0,20,7,9.53,13.4,8.09,Fresh Vegetables,Vegetables,Produce,Food
187,High Top,High Top Tomatos,10910786986,1.32,14.8,13.8,0,1,15,6,12.6,13.4,3.67,Fresh Vegetables,Vegetables,Produce,Food
188,High Top,High Top Mushrooms,18965407013,2.58,14.7,11.6,1,1,14,8,22.3,19.2,10.6,Fresh Vegetables,Vegetables,Produce,Food
189,High Top,High Top Baby Onion,61946336627,3.45,8.51,6.51,1,0,4,13,5.62,8.03,21.8,Fresh Vegetables,Vegetables,Produce,Food
190,High Top,High Top Dried Mushrooms,39238722920,3.74,18.7,17.7,1,1,29,6,9.59,17.9,5.47,Fresh Vegetables,Vegetables,Produce,Food
191,High Top,High Top Fresh Lima Beans,86576589941,2.87,12.6,9.6,1,0,22,7,19.9,14.4,16.7,Fresh Vegetables,Vegetables,Produce,Food
192,High Top,High Top Squash,33106742501,1.52,10.7,7.69,0,1,4,7,20.3,15.6,14.2,Fresh Vegetables,Vegetables,Produce,Food
203,High Top,High Top Broccoli,89910210967,0.63,8.85,5.85,1,0,27,5,6.17,12.0,10.3,Fresh Vegetables,Vegetables,Produce,Food
207,High Top,High Top Sweet Onion,98010095953,1.24,13.5,11.5,1,1,7,14,16.0,17.8,11.3,Fresh Vegetables,Vegetables,Produce,Food
482,Tell Tale,Tell Tale Summer Squash,28895309567,0.73,18.7,16.7,0,1,25,14,6.92,6.21,19.6,Fresh Vegetables,Vegetables,Produce,Food
483,Tell Tale,Tell Tale Corn on the Cob,80806578993,1.94,13.0,10.0,1,0,3,10,20.8,21.6,5.86,Fresh Vegetables,Vegetables,Produce,Food
484,Tell Tale,Tell Tale Asparagus,55812264084,3.64,8.35,6.35,0,1,4,12,7.56,4.92,14.2,Fresh Vegetables,Vegetables,Produce,Food
485,Tell Tale,Tell Tale Sweet Peas,76961299777,2.19,14.5,12.5,0,1,23,11,19.6,21.1,21.6,Fresh Vegetables,Vegetables,Produce,Food
486,Tell Tale,Tell Tale New Potatos,21204751133,1.14,14.8,12.8,1,1,18,14,13.3,12.5,8.47,Fresh Vegetables,Vegetables,Produce,Food
487,Tell Tale,Tell Tale Beets,11591553092,2.6,9.09,6.09,0,1,5,7,18.5,20.3,19.5,Fresh Vegetables,Vegetables,Produce,Food
488,Tell Tale,Tell Tale Prepared Salad,15072770714,2.59,9.77,7.77,1,1,20,10,14.4,8.41,16.1,Fresh Vegetables,Vegetables,Produce,Food
489,Tell Tale,Tell Tale Onions,40795208811,2.41,16.4,13.3,1,1,12,12,8.95,10.2,8.48,Fresh Vegetables,Vegetables,Produce,Food
490,Tell Tale,Tell Tale Green Pepper,44229219555,1.65,13.4,11.3,0,1,24,6,7.33,13.6,21.2,Fresh Vegetables,Vegetables,Produce,Food
491,Tell Tale,Tell Tale Shitake Mushrooms,63091554045,3.51,19.6,18.6,1,0,14,13,20.7,12.1,13.7,Fresh Vegetables,Vegetables,Produce,Food
492,Tell Tale,Tell Tale Lettuce,71146174073,1.77,20.3,19.2,0,0,12,11,15.5,6.91,20.3,Fresh Vegetables,Vegetables,Produce,Food
493,Tell Tale,Tell Tale Elephant Garlic,59246274828,2.64,7.43,5.42,1,0,23,9,11.1,21.8,3.83,Fresh Vegetables,Vegetables,Produce,Food
494,Tell Tale,Tell Tale Red Pepper,36538661122,1.93,9.02,6.02,1,0,27,12,11.7,12.2,15.2,Fresh Vegetables,Vegetables,Produce,Food
495,Tell Tale,Tell Tale Garlic,59974398016,1.17,9.22,6.22,1,0,8,8,7.01,19.2,19.4,Fresh Vegetables,Vegetables,Produce,Food
496,Tell Tale,Tell Tale Potatos,96504550576,0.84,11.2,10.1,0,0,31,11,9.79,6.34,20.6,Fresh Vegetables,Vegetables,Produce,Food
497,Tell Tale,Tell Tale Cauliflower,23080183863,1.87,14.7,13.6,1,0,10,9,7.83,6.85,8.93,Fresh Vegetables,Vegetables,Produce,Food
498,Tell Tale,Tell Tale Tomatos,28848102688,2.55,11.9,10.8,1,1,28,12,4.0,3.58,21.7,Fresh Vegetables,Vegetables,Produce,Food
499,Tell Tale,Tell Tale Mushrooms,69542331099,2.96,13.9,11.8,1,0,28,12,16.8,5.12,20.4,Fresh Vegetables,Vegetables,Produce,Food
500,Tell Tale,Tell Tale Baby Onion,44548016190,2.66,17.0,14.0,0,1,11,12,22.6,14.4,21.4,Fresh Vegetables,Vegetables,Produce,Food
501,Tell Tale,Tell Tale Dried Mushrooms,65697051882,1.45,17.1,15.1,1,1,13,10,3.23,20.0,16.1,Fresh Vegetables,Vegetables,Produce,Food
502,Tell Tale,Tell Tale Fresh Lima Beans,99940503239,3.17,20.1,18.1,1,0,24,12,10.6,9.42,12.0,Fresh Vegetables,Vegetables,Produce,Food
503,Tell Tale,Tell Tale Squash,90327305197,1.86,21.2,20.2,0,1,31,7,19.8,13.1,11.1,Fresh Vegetables,Vegetables,Produce,Food
514,Tell Tale,Tell Tale Broccoli,40281608700,1.81,20.9,17.8,1,1,35,11,6.63,8.38,9.31,Fresh Vegetables,Vegetables,Produce,Food
518,Tell Tale,Tell Tale Sweet Onion,21374009251,1.36,13.5,11.5,0,1,19,7,12.6,16.8,8.99,Fresh Vegetables,Vegetables,Produce,Food
793,Ebony,Ebony Summer Squash,91507927775,2.85,12.0,11.0,0,0,26,11,16.7,11.3,6.94,Fresh Vegetables,Vegetables,Produce,Food
794,Ebony,Ebony Corn on the Cob,64226911664,1.2,7.26,6.26,0,1,21,6,5.14,14.6,10.3,Fresh Vegetables,Vegetables,Produce,Food
795,Ebony,Ebony Asparagus,59187116026,0.96,21.6,20.6,0,1,12,11,20.6,20.3,20.1,Fresh Vegetables,Vegetables,Produce,Food
796,Ebony,Ebony Sweet Peas,91143866181,1.32,6.29,5.28,1,1,28,5,16.5,8.45,16.8,Fresh Vegetables,Vegetables,Produce,Food
797,Ebony,Ebony New Potatos,55341836810,2.19,7.96,4.96,1,1,8,8,5.76,22.1,5.72,Fresh Vegetables,Vegetables,Produce,Food
798,Ebony,Ebony Beets,32634223103,2.71,14.6,11.6,0,1,6,5,9.78,11.7,10.5,Fresh Vegetables,Vegetables,Produce,Food
799,Ebony,Ebony Prepared Salad,79972090125,2.84,20.8,18.7,1,0,30,12,3.16,10.2,22.9,Fresh Vegetables,Vegetables,Produce,Food
800,Ebony,Ebony Onions,81383071541,3.26,11.5,9.5,1,1,16,11,7.37,8.78,22.7,Fresh Vegetables,Vegetables,Produce,Food
801,Ebony,Ebony Green Pepper,74056574702,2.65,10.8,8.8,0,0,21,6,17.6,15.7,22.2,Fresh Vegetables,Vegetables,Produce,Food
802,Ebony,Ebony Shitake Mushrooms,79824493527,2.99,12.4,10.3,1,1,30,13,18.2,6.14,13.6,Fresh Vegetables,Vegetables,Produce,Food
803,Ebony,Ebony Lettuce,65637893080,3.51,21.4,19.3,0,1,18,13,4.15,9.25,5.21,Fresh Vegetables,Vegetables,Produce,Food
804,Ebony,Ebony Elephant Garlic,40643578171,2.21,7.48,4.48,0,0,6,7,6.92,16.3,6.44,Fresh Vegetables,Vegetables,Produce,Food
805,Ebony,Ebony Red Pepper,61792613863,2.88,16.9,13.8,0,1,14,9,14.3,20.5,7.88,Fresh Vegetables,Vegetables,Produce,Food
806,Ebony,Ebony Garlic,72133935093,2.6,8.1,6.1,1,0,32,13,21.1,13.5,7.53,Fresh Vegetables,Vegetables,Produce,Food
807,Ebony,Ebony Potatos,62520737051,1.41,21.1,20.1,0,0,33,13,8.7,6.98,22.8,Fresh Vegetables,Vegetables,Produce,Food
808,Ebony,Ebony Cauliflower,30882783532,1.39,19.4,17.3,1,0,6,9,14.1,18.2,15.2,Fresh Vegetables,Vegetables,Produce,Food
809,Ebony,Ebony Tomatos,80507351756,1.22,18.7,16.7,1,1,4,7,5.12,20.7,14.7,Fresh Vegetables,Vegetables,Produce,Food
810,Ebony,Ebony Mushrooms,29324205517,0.57,21.7,19.7,1,0,22,13,12.5,10.1,10.6,Fresh Vegetables,Vegetables,Produce,Food
811,Ebony,Ebony Baby Onion,48186540007,2.97,17.4,15.3,1,0,26,14,11.3,15.6,11.3,Fresh Vegetables,Vegetables,Produce,Food
812,Ebony,Ebony Dried Mushrooms,80143290162,3.34,20.9,18.8,1,0,28,11,21.0,21.7,17.1,Fresh Vegetables,Vegetables,Produce,Food
813,Ebony,Ebony Fresh Lima Beans,44341260790,1.45,14.3,11.3,1,0,30,8,9.16,21.5,18.6,Fresh Vegetables,Vegetables,Produce,Food
814,Ebony,Ebony Squash,21633647084,1.73,18.7,16.7,0,0,3,9,21.5,21.0,9.13,Fresh Vegetables,Vegetables,Produce,Food
825,Ebony,Ebony Broccoli,14362275004,2.83,20.0,18.0,1,1,31,6,8.76,19.4,9.7,Fresh Vegetables,Vegetables,Produce,Food
829,Ebony,Ebony Sweet Onion,56979143023,2.17,15.6,14.6,0,1,21,7,12.8,20.2,13.6,Fresh Vegetables,Vegetables,Produce,Food
1109,Tri-State,Tri-State Summer Squash,97098380923,0.55,19.2,17.2,0,0,16,6,20.7,20.2,7.12,Fresh Vegetables,Vegetables,Produce,Food
1110,Tri-State,Tri-State Corn on the Cob,41341832280,2.8,12.7,10.6,0,0,19,9,18.8,5.58,11.0,Fresh Vegetables,Vegetables,Produce,Food
1111,Tri-State,Tri-State Asparagus,31728634238,0.78,17.9,14.8,1,0,15,11,8.54,6.23,3.8,Fresh Vegetables,Vegetables,Produce,Food
1112,Tri-State,Tri-State Sweet Peas,35209851861,3.58,19.9,18.8,0,1,4,5,11.3,13.3,5.03,Fresh Vegetables,Vegetables,Produce,Food
1113,Tri-State,Tri-State New Potatos,60932289958,0.67,17.5,14.5,0,0,30,10,19.9,10.0,20.1,Fresh Vegetables,Vegetables,Produce,Food
1114,Tri-State,Tri-State Beets,33651273846,3.42,20.6,19.6,1,1,36,6,5.53,10.5,6.13,Fresh Vegetables,Vegetables,Produce,Food
