customer_id,city,country,age,age_category,yearly_income,gender,total_children,education,occupation,effective_date
4716,Redwood City,USA,75,>75,$30K - $50K,F,5,High School Degree,Skilled Manual,2023-04-18
4717,Richmond,USA,87,>75,$90K - $110K,M,1,High School Degree,Management,2023-04-18
4718,Santa Anita,Mexico,35,>75,$30K - $50K,M,1,High School Degree,Skilled Manual,2023-04-18
4719,Yakima,USA,32,26 - 35,$10K - $30K,F,0,Partial High School,Skilled Manual,2023-04-18
4720,N. Vancouver,Canada,37,36 - 50,$30K - $50K,M,2,High School Degree,Manual,2023-04-18
4721,Palo Alto,USA,64,>75,$70K - $90K,M,0,Bachelors Degree,Professional,2023-04-18
4722,Glendale,USA,76,>75,$30K - $50K,M,1,Partial College,Management,2023-04-18
4723,Palo Alto,USA,36,36 - 50,$10K - $30K,F,3,Partial High School,Manual,2023-04-18
4724,Edmonds,USA,19,17 - 25,$50K - $70K,M,2,Bachelors Degree,Professional,2023-04-18
4725,Pomona,USA,22,17 - 25,$10K - $30K,M,3,Partial High School,Skilled Manual,2023-04-18
4726,W. Linn,USA,18,17 - 25,$10K - $30K,M,3,Partial High School,Skilled Manual,2023-04-18
4727,Spokane,USA,69,65 - 75,$150K +,F,4,High School Degree,Professional,2023-04-18
4728,Bellflower,USA,53,51 - 64,$50K - $70K,M,0,Bachelors Degree,Management,2023-04-18
4729,San Jose,USA,63,51 - 64,$10K - $30K,F,0,Partial High School,Manual,2023-04-18
4730,Bellingham,USA,66,65 - 75,$10K - $30K,F,4,Partial High School,Skilled Manual,2023-04-18
4731,Hidalgo,Mexico,68,65 - 75,$10K - $30K,F,3,Partial High School,Skilled Manual,2023-04-18
4732,Camacho,Mexico,40,36 - 50,$50K - $70K,M,1,High School Degree,Skilled Manual,2023-04-18
4733,Redwood City,USA,78,>75,$70K - $90K,F,4,Graduate Degree,Professional,2023-04-18
4734,La Mesa,USA,64,>75,$30K - $50K,M,4,Partial College,Skilled Manual,2023-04-18
4735,Richmond,USA,29,26 - 35,$70K - $90K,M,3,Bachelors Degree,Professional,2023-04-18
4736,Albany,USA,60,51 - 64,$10K - $30K,M,3,Partial High School,Manual,2023-04-18
4737,Newton,Canada,67,65 - 75,$50K - $70K,F,4,Bachelors Degree,Professional,2023-04-18
4738,Langley,Canada,35,>75,$50K - $70K,F,3,Bachelors Degree,Professional,2023-04-18
4739,Everett,USA,33,26 - 35,$90K - $110K,M,2,High School Degree,Professional,2023-04-18
4740,San Carlos,USA,54,51 - 64,$110K - $130K,F,4,High School Degree,Professional,2023-04-18
4741,Sooke,Canada,75,>75,$150K +,M,5,Graduate Degree,Professional,2023-04-18
4742,Camacho,Mexico,39,36 - 50,$10K - $30K,M,3,Partial High School,Skilled Manual,2023-04-18
4743,Long Beach,USA,70,65 - 75,$30K - $50K,F,4,Partial High School,Skilled Manual,2023-04-18
4744,El Cajon,USA,80,>75,$50K - $70K,M,2,Bachelors Degree,Professional,2023-04-18
4745,Santa Anita,Mexico,58,51 - 64,$10K - $30K,F,2,Partial High School,Manual,2023-04-18
4746,San Jose,USA,87,>75,$90K - $110K,F,4,Graduate Degree,Management,2023-04-18
4747,Santa Anita,Mexico,57,51 - 64,$130K - $150K,M,1,Partial High School,Management,2023-04-18
4748,Mexico City,Mexico,67,65 - 75,$50K - $70K,M,2,Bachelors Degree,Management,2023-04-18
4749,Oak Bay,Canada,73,65 - 75,$50K - $70K,F,4,Bachelors Degree,Professional,2023-04-18
4750,Milwaukie,USA,33,26 - 35,$130K - $150K,F,5,Partial High School,Professional,2023-04-18
4751,Concord,USA,36,36 - 50,$50K - $70K,M,3,Bachelors Degree,Professional,2023-04-18
4752,Marysville,USA,23,17 - 25,$30K - $50K,F,1,Partial High School,Manual,2023-04-18
4753,San Andres,Mexico,56,51 - 64,$30K - $50K,M,1,High School Degree,Manual,2023-04-18
4754,Shawnee,Canada,74,65 - 75,$30K - $50K,F,5,High School Degree,Manual,2023-04-18
4755,Burnaby,Canada,28,26 - 35,$150K +,F,2,Partial High School,Professional,2023-04-18
4756,Glendale,USA,87,>75,$30K - $50K,M,3,High School Degree,Skilled Manual,2023-04-18
4757,Guadalajara,Mexico,76,>75,$30K - $50K,M,2,High School Degree,Skilled Manual,2023-04-18
4758,National City,USA,78,>75,$10K - $30K,M,5,Partial High School,Skilled Manual,2023-04-18
4759,Tlaxiaco,Mexico,65,65 - 75,$70K - $90K,F,2,Partial High School,Management,2023-04-18
4760,Novato,USA,42,36 - 50,$70K - $90K,M,1,Graduate Degree,Professional,2023-04-18
4761,Merida,Mexico,59,51 - 64,$10K - $30K,F,2,Partial High School,Manual,2023-04-18
4762,Langley,Canada,44,36 - 50,$10K - $30K,F,4,Partial High School,Manual,2023-04-18
4763,Lemon Grove,USA,64,>75,$50K - $70K,F,5,Partial High School,Skilled Manual,2023-04-18
4764,Imperial Beach,USA,30,26 - 35,$90K - $110K,M,0,High School Degree,Management,2023-04-18
4765,Colma,USA,74,65 - 75,$10K - $30K,F,1,Partial High School,Manual,2023-04-18
4766,San Andres,Mexico,54,51 - 64,$30K - $50K,F,2,High School Degree,Skilled Manual,2023-04-18
4767,Spokane,USA,25,>75,$130K - $150K,M,3,Partial High School,Professional,2023-04-18
4768,Newton,Canada,50,>75,$30K - $50K,F,3,High School Degree,Manual,2023-04-18
4769,San Jose,USA,51,51 - 64,$30K - $50K,M,3,High School Degree,Skilled Manual,2023-04-18
4770,Lincoln Acres,USA,25,>75,$30K - $50K,M,5,High School Degree,Manual,2023-04-18
4771,Hidalgo,Mexico,87,>75,$30K - $50K,M,2,High School Degree,Skilled Manual,2023-04-18
4772,Sedro Woolley,USA,44,36 - 50,$110K - $130K,M,1,Bachelors Degree,Professional,2023-04-18
4773,Tlaxiaco,Mexico,71,65 - 75,$10K - $30K,M,3,Partial High School,Skilled Manual,2023-04-18
4774,Lake Oswego,USA,29,26 - 35,$10K - $30K,F,5,Partial High School,Manual,2023-04-18
4775,Olympia,USA,54,51 - 64,$70K - $90K,M,2,Bachelors Degree,Professional,2023-04-18
4776,Burbank,USA,77,>75,$10K - $30K,M,4,Partial High School,Skilled Manual,2023-04-18
4777,Oakland,USA,62,51 - 64,$50K - $70K,F,0,High School Degree,Skilled Manual,2023-04-18
4778,Bremerton,USA,85,>75,$10K - $30K,M,1,Partial High School,Manual,2023-04-18
4779,Salem,USA,61,51 - 64,$130K - $150K,M,4,Partial High School,Professional,2023-04-18
4780,Hidalgo,Mexico,65,65 - 75,$50K - $70K,F,3,Bachelors Degree,Professional,2023-04-18
4781,Burlingame,USA,77,>75,$130K - $150K,F,3,Bachelors Degree,Management,2023-04-18
4782,Coronado,USA,25,>75,$10K - $30K,F,4,Partial High School,Manual,2023-04-18
4783,Woodburn,USA,22,17 - 25,$10K - $30K,M,3,Partial High School,Manual,2023-04-18
4784,Oregon City,USA,85,>75,$10K - $30K,F,5,Partial High School,Manual,2023-04-18
4785,Burnaby,Canada,53,51 - 64,$50K - $70K,F,3,Bachelors Degree,Professional,2023-04-18
4786,Westminster,Canada,66,65 - 75,$110K - $130K,F,3,High School Degree,Professional,2023-04-18
4787,Bellingham,USA,84,>75,$30K - $50K,M,1,High School Degree,Manual,2023-04-18
4788,Santa Cruz,USA,79,>75,$30K - $50K,F,4,High School Degree,Skilled Manual,2023-04-18
4789,Port Hammond,Canada,62,51 - 64,$30K - $50K,F,1,High School Degree,Manual,2023-04-18
4790,Cliffside,Canada,70,65 - 75,$90K - $110K,F,1,Bachelors Degree,Professional,2023-04-18
4791,El Cajon,USA,51,51 - 64,$70K - $90K,M,2,Partial High School,Professional,2023-04-18
4792,Chula Vista,USA,34,26 - 35,$70K - $90K,F,4,Bachelors Degree,Professional,2023-04-18
4793,Shawnee,Canada,45,36 - 50,$70K - $90K,M,3,High School Degree,Professional,2023-04-18
4794,Berkeley,USA,36,36 - 50,$50K - $70K,M,2,Partial College,Clerical,2023-04-18
4795,Westminster,Canada,50,>75,$30K - $50K,M,4,High School Degree,Skilled Manual,2023-04-18
4796,Tixapan,Mexico,22,17 - 25,$30K - $50K,F,4,Partial College,Professional,2023-04-18
4797,Ladner,Canada,60,51 - 64,$30K - $50K,M,2,Partial High School,Skilled Manual,2023-04-18
4798,Woodland Hills,USA,46,36 - 50,$30K - $50K,F,1,High School Degree,Skilled Manual,2023-04-18
4799,Burlingame,USA,32,26 - 35,$30K - $50K,M,2,High School Degree,Skilled Manual,2023-04-18
4800,Anacortes,USA,64,>75,$130K - $150K,M,2,High School Degree,Professional,2023-04-18
4801,Cliffside,Canada,70,65 - 75,$30K - $50K,F,3,High School Degree,Manual,2023-04-18
4802,Langford,Canada,39,36 - 50,$30K - $50K,M,4,High School Degree,Skilled Manual,2023-04-18
4803,Yakima,USA,37,36 - 50,$50K - $70K,M,2,Bachelors Degree,Professional,2023-04-18
4804,Salem,USA,57,51 - 64,$70K - $90K,F,4,High School Degree,Management,2023-04-18
4805,San Francisco,USA,79,>75,$50K - $70K,M,4,Bachelors Degree,Professional,2023-04-18
4806,Victoria,Canada,43,36 - 50,$10K - $30K,M,3,Partial High School,Manual,2023-04-18
4807,Camacho,Mexico,62,51 - 64,$70K - $90K,F,3,Partial High School,Management,2023-04-18
4808,W. Linn,USA,83,>75,$30K - $50K,M,3,High School Degree,Manual,2023-04-18
4809,Altadena,USA,62,51 - 64,$50K - $70K,F,1,High School Degree,Skilled Manual,2023-04-18
4810,Yakima,USA,20,17 - 25,$10K - $30K,F,5,Partial High School,Skilled Manual,2023-04-18
4811,Berkeley,USA,61,51 - 64,$50K - $70K,M,1,Bachelors Degree,Management,2023-04-18
4812,Mill Valley,USA,71,65 - 75,$30K - $50K,M,4,High School Degree,Manual,2023-04-18
4813,Lakewood,USA,76,>75,$70K - $90K,F,1,Partial High School,Professional,2023-04-18
4814,Portland,USA,18,17 - 25,$50K - $70K,F,4,Bachelors Degree,Professional,2023-04-18
4815,Marysville,USA,21,17 - 25,$30K - $50K,F,0,High School Degree,Skilled Manual,2023-04-18
4816,La Mesa,USA,21,17 - 25,$70K - $90K,F,0,Partial High School,Professional,2023-04-18
4817,Kirkland,USA,53,51 - 64,$30K - $50K,F,0,High School Degree,Manual,2023-04-18
4818,Fremont,USA,60,51 - 64,$30K - $50K,M,4,High School Degree,Skilled Manual,2023-04-18
4819,Santa Monica,USA,26,26 - 35,$10K - $30K,F,1,Partial High School,Manual,2023-04-18
4820,Metchosin,Canada,84,>75,$70K - $90K,F,2,High School Degree,Professional,2023-04-18
4821,Glendale,USA,74,65 - 75,$110K - $130K,M,0,High School Degree,Professional,2023-04-18
4822,Walla Walla,USA,76,>75,$10K - $30K,F,3,Partial High School,Manual,2023-04-18
4823,Santa Fe,Mexico,63,51 - 64,$30K - $50K,F,3,High School Degree,Manual,2023-04-18
4824,Port Orchard,USA,40,36 - 50,$30K - $50K,M,5,High School Degree,Manual,2023-04-18
4825,Pomona,USA,57,51 - 64,$110K - $130K,F,3,High School Degree,Professional,2023-04-18
4826,Royal Oak,Canada,41,36 - 50,$50K - $70K,F,5,High School Degree,Manual,2023-04-18
4827,Beverly Hills,USA,50,>75,$10K - $30K,F,5,Partial High School,Manual,2023-04-18
4828,Santa Monica,USA,28,26 - 35,$70K - $90K,M,4,Graduate Degree,Professional,2023-04-18
4829,Beaverton,USA,71,65 - 75,$10K - $30K,M,0,Graduate Degree,Management,2023-04-18
4830,Guadalajara,Mexico,51,51 - 64,$30K - $50K,M,3,Partial College,Professional,2023-04-18
4831,Haney,Canada,22,17 - 25,$30K - $50K,F,0,High School Degree,Manual,2023-04-18
4832,Issaquah,USA,48,36 - 50,$30K - $50K,F,2,Bachelors Degree,Professional,2023-04-18
4833,Coronado,USA,44,36 - 50,$30K - $50K,F,2,High School Degree,Manual,2023-04-18
4834,San Diego,USA,19,17 - 25,$50K - $70K,M,4,Bachelors Degree,Professional,2023-04-18
4835,Langford,Canada,81,>75,$50K - $70K,M,4,Bachelors Degree,Management,2023-04-18
4836,Lake Oswego,USA,37,36 - 50,$50K - $70K,M,5,Bachelors Degree,Professional,2023-04-18
4837,Imperial Beach,USA,53,51 - 64,$70K - $90K,M,2,Bachelors Degree,Professional,2023-04-18
4838,Redmond,USA,23,17 - 25,$110K - $130K,F,4,High School Degree,Professional,2023-04-18
4839,Santa Cruz,USA,48,36 - 50,$10K - $30K,M,1,Partial High School,Skilled Manual,2023-04-18
4840,Oakland,USA,63,51 - 64,$50K - $70K,F,3,High School Degree,Skilled Manual,2023-04-18
4841,Issaquah,USA,36,36 - 50,$50K - $70K,F,5,Bachelors Degree,Professional,2023-04-18
4842,West Covina,USA,70,65 - 75,$30K - $50K,M,0,Partial College,Skilled Manual,2023-04-18
4843,San Diego,USA,46,36 - 50,$30K - $50K,M,4,High School Degree,Manual,2023-04-18
4844,National City,USA,51,51 - 64,$30K - $50K,F,3,Partial College,Clerical,2023-04-18
4845,Lemon Grove,USA,50,>75,$30K - $50K,M,2,High School Degree,Manual,2023-04-18
4846,Olympia,USA,68,65 - 75,$30K - $50K,M,3,High School Degree,Skilled Manual,2023-04-18
4847,W. Linn,USA,77,>75,$30K - $50K,F,3,Partial College,Skilled Manual,2023-04-18
4848,Burien,USA,71,65 - 75,$30K - $50K,F,4,High School Degree,Manual,2023-04-18
4849,Seattle,USA,39,36 - 50,$50K - $70K,F,2,Bachelors Degree,Professional,2023-04-18
4850,Seattle,USA,40,36 - 50,$110K - $130K,F,4,Bachelors Degree,Professional,2023-04-18
4851,Guadalajara,Mexico,70,65 - 75,$50K - $70K,F,4,Bachelors Degree,Professional,2023-04-18
4852,Concord,USA,64,>75,$30K - $50K,F,3,High School Degree,Manual,2023-04-18
4853,Hidalgo,Mexico,48,36 - 50,$30K - $50K,M,0,High School Degree,Manual,2023-04-18
4854,Tlaxiaco,Mexico,56,51 - 64,$90K - $110K,F,5,High School Degree,Professional,2023-04-18
4855,Altadena,USA,37,36 - 50,$90K - $110K,F,1,Bachelors Degree,Professional,2023-04-18
4856,Seattle,USA,78,>75,$30K - $50K,M,1,High School Degree,Skilled Manual,2023-04-18
4857,Concord,USA,31,26 - 35,$150K +,M,1,Partial High School,Professional,2023-04-18
4858,Olympia,USA,21,17 - 25,$30K - $50K,M,1,Partial College,Management,2023-04-18
4859,Colma,USA,35,>75,$110K - $130K,F,3,Partial High School,Professional,2023-04-18
4860,Richmond,USA,26,26 - 35,$50K - $70K,M,1,Partial High School,Skilled Manual,2023-04-18
4861,Burbank,USA,63,51 - 64,$50K - $70K,M,2,Bachelors Degree,Professional,2023-04-18
4862,Seattle,USA,49,36 - 50,$70K - $90K,F,2,Graduate Degree,Management,2023-04-18
4863,Anacortes,USA,84,>75,$10K - $30K,M,5,Partial High School,Skilled Manual,2023-04-18
4864,San Diego,USA,46,36 - 50,$50K - $70K,F,5,Bachelors Degree,Professional,2023-04-18
4865,Daly City,USA,40,36 - 50,$70K - $90K,M,1,Bachelors Degree,Management,2023-04-18
4866,Tlaxiaco,Mexico,21,17 - 25,$150K +,F,0,Partial High School,Professional,2023-04-18
4867,Grossmont,USA,77,>75,$30K - $50K,F,0,Partial College,Skilled Manual,2023-04-18
4868,Spokane,USA,39,36 - 50,$130K - $150K,F,3,Graduate Degree,Management,2023-04-18
4869,Oakland,USA,61,51 - 64,$30K - $50K,F,2,High School Degree,Skilled Manual,2023-04-18
4870,Vancouver,Canada,25,>75,$30K - $50K,M,3,High School Degree,Manual,2023-04-18
4871,Merida,Mexico,44,36 - 50,$70K - $90K,F,2,Graduate Degree,Professional,2023-04-18
4872,Langford,Canada,53,51 - 64,$30K - $50K,M,2,Partial College,Professional,2023-04-18
4873,Puyallup,USA,44,36 - 50,$30K - $50K,M,0,Partial High School,Manual,2023-04-18
4874,Grossmont,USA,60,51 - 64,$150K +,F,4,Graduate Degree,Professional,2023-04-18
4875,Lebanon,USA,42,36 - 50,$70K - $90K,M,4,High School Degree,Management,2023-04-18
4876,Burien,USA,53,51 - 64,$10K - $30K,F,2,Partial High School,Manual,2023-04-18
4877,Kirkland,USA,58,51 - 64,$30K - $50K,M,4,Partial High School,Manual,2023-04-18
4878,La Cruz,Mexico,70,65 - 75,$30K - $50K,F,2,High School Degree,Manual,2023-04-18
4879,Lincoln Acres,USA,73,65 - 75,$90K - $110K,M,3,Partial High School,Professional,2023-04-18
4880,Concord,USA,73,65 - 75,$30K - $50K,F,1,High School Degree,Skilled Manual,2023-04-18
4881,Corvallis,USA,35,>75,$50K - $70K,M,3,Bachelors Degree,Professional,2023-04-18
4882,Guadalajara,Mexico,42,36 - 50,$10K - $30K,F,0,Partial High School,Skilled Manual,2023-04-18
4883,Port Hammond,Canada,78,>75,$30K - $50K,M,3,Partial College,Professional,2023-04-18
4884,Pomona,USA,66,65 - 75,$70K - $90K,M,4,Bachelors Degree,Management,2023-04-18
4885,La Mesa,USA,86,>75,$30K - $50K,F,3,High School Degree,Manual,2023-04-18
4886,El Cajon,USA,76,>75,$130K - $150K,M,1,High School Degree,Professional,2023-04-18
4887,Berkeley,USA,63,51 - 64,$10K - $30K,F,4,Partial High School,Skilled Manual,2023-04-18
4888,Vancouver,Canada,40,36 - 50,$10K - $30K,M,3,Partial High School,Skilled Manual,2023-04-18
4889,Ladner,Canada,57,51 - 64,$30K - $50K,F,3,Partial High School,Skilled Manual,2023-04-18
4890,Lakewood,USA,53,51 - 64,$30K - $50K,M,0,Partial High School,Skilled Manual,2023-04-18
4891,Edmonds,USA,61,51 - 64,$50K - $70K,F,0,Bachelors Degree,Management,2023-04-18
4892,Olympia,USA,28,26 - 35,$30K - $50K,M,5,High School Degree,Skilled Manual,2023-04-18
4893,Cliffside,Canada,71,65 - 75,$10K - $30K,M,1,Partial High School,Manual,2023-04-18
4894,Mexico City,Mexico,63,51 - 64,$70K - $90K,F,3,Partial High School,Management,2023-04-18
4895,Westminster,Canada,22,17 - 25,$30K - $50K,M,1,High School Degree,Manual,2023-04-18
4896,Oak Bay,Canada,59,51 - 64,$30K - $50K,M,5,Partial High School,Manual,2023-04-18
4897,Burlingame,USA,60,51 - 64,$10K - $30K,M,4,Partial High School,Manual,2023-04-18
4898,Imperial Beach,USA,35,>75,$30K - $50K,M,0,Partial College,Skilled Manual,2023-04-18
4899,Tlaxiaco,Mexico,27,26 - 35,$30K - $50K,M,5,High School Degree,Skilled Manual,2023-04-18
4900,Lebanon,USA,41,36 - 50,$30K - $50K,M,4,High School Degree,Manual,2023-04-18
4901,Issaquah,USA,53,51 - 64,$90K - $110K,F,3,High School Degree,Professional,2023-04-18
4902,Bellflower,USA,23,17 - 25,$50K - $70K,F,4,Partial College,Skilled Manual,2023-04-18
4903,Bremerton,USA,36,36 - 50,$50K - $70K,M,2,Bachelors Degree,Professional,2023-04-18
4904,San Carlos,USA,51,51 - 64,$70K - $90K,F,3,Bachelors Degree,Professional,2023-04-18
4905,Acapulco,Mexico,36,36 - 50,$110K - $130K,F,4,Partial High School,Professional,2023-04-18
4906,Beaverton,USA,58,51 - 64,$10K - $30K,M,0,Partial High School,Skilled Manual,2023-04-18
4907,Acapulco,Mexico,34,26 - 35,$10K - $30K,M,4,Partial High School,Skilled Manual,2023-04-18
4908,Tlaxiaco,Mexico,39,36 - 50,$10K - $30K,F,3,Partial High School,Manual,2023-04-18
4909,Long Beach,USA,50,>75,$10K - $30K,M,2,Partial High School,Skilled Manual,2023-04-18
4910,Chula Vista,USA,68,65 - 75,$30K - $50K,M,3,Partial High School,Manual,2023-04-18
4911,Burien,USA,77,>75,$30K - $50K,F,3,High School Degree,Skilled Manual,2023-04-18
4912,Mexico City,Mexico,70,65 - 75,$30K - $50K,F,3,Partial College,Clerical,2023-04-18
4913,Merida,Mexico,27,26 - 35,$90K - $110K,M,1,Graduate Degree,Professional,2023-04-18
4914,Hidalgo,Mexico,40,36 - 50,$50K - $70K,F,1,Bachelors Degree,Professional,2023-04-18
4915,Lemon Grove,USA,70,65 - 75,$30K - $50K,M,2,High School Degree,Skilled Manual,2023-04-18
4916,Edmonds,USA,52,51 - 64,$70K - $90K,M,1,Bachelors Degree,Professional,2023-04-18
4917,Colma,USA,74,65 - 75,$50K - $70K,F,4,Bachelors Degree,Professional,2023-04-18
4918,Oakland,USA,70,65 - 75,$30K - $50K,F,0,High School Degree,Manual,2023-04-18
4919,Issaquah,USA,63,51 - 64,$30K - $50K,F,1,High School Degree,Manual,2023-04-18
4920,Seattle,USA,34,26 - 35,$130K - $150K,M,2,Bachelors Degree,Professional,2023-04-18
4921,Mexico City,Mexico,57,51 - 64,$50K - $70K,F,1,Bachelors Degree,Management,2023-04-18
4922,Palo Alto,USA,48,36 - 50,$30K - $50K,M,2,Partial College,Professional,2023-04-18
4923,Ladner,Canada,62,51 - 64,$30K - $50K,M,4,High School Degree,Skilled Manual,2023-04-18
4924,Port Hammond,Canada,22,17 - 25,$130K - $150K,M,1,Bachelors Degree,Professional,2023-04-18
4925,Spokane,USA,72,65 - 75,$50K - $70K,F,0,Bachelors Degree,Professional,2023-04-18
4926,Burbank,USA,57,51 - 64,$110K - $130K,M,1,Partial High School,Management,2023-04-18
4927,Fremont,USA,22,17 - 25,$50K - $70K,F,4,Partial College,Skilled Manual,2023-04-18
4928,Corvallis,USA,54,51 - 64,$110K - $130K,M,4,High School Degree,Professional,2023-04-18
4929,Langley,Canada,48,36 - 50,$70K - $90K,F,0,High School Degree,Professional,2023-04-18
4930,Haney,Canada,87,>75,$110K - $130K,F,4,Partial College,Professional,2023-04-18
4931,Sedro Woolley,USA,85,>75,$50K - $70K,M,3,Bachelors Degree,Professional,2023-04-18
4932,Camacho,Mexico,35,>75,$50K - $70K,F,0,Bachelors Degree,Professional,2023-04-18
4933,Victoria,Canada,69,65 - 75,$10K - $30K,M,1,Partial High School,Skilled Manual,2023-04-18
4934,La Mesa,USA,33,26 - 35,$10K - $30K,M,0,Partial High School,Manual,2023-04-18
4935,Colma,USA,52,51 - 64,$110K - $130K,M,5,High School Degree,Professional,2023-04-18
4936,Santa Anita,Mexico,61,51 - 64,$70K - $90K,M,2,Bachelors Degree,Management,2023-04-18
4937,Burnaby,Canada,40,36 - 50,$10K - $30K,M,1,Partial High School,Skilled Manual,2023-04-18
4938,Salem,USA,69,65 - 75,$30K - $50K,F,4,High School Degree,Skilled Manual,2023-04-18
4939,Bellingham,USA,51,51 - 64,$50K - $70K,F,5,Bachelors Degree,Professional,2023-04-18
4940,Sedro Woolley,USA,49,36 - 50,$30K - $50K,F,2,Partial College,Skilled Manual,2023-04-18
4941,Port Hammond,Canada,55,51 - 64,$10K - $30K,M,3,Partial High School,Manual,2023-04-18
4942,Lake Oswego,USA,78,>75,$30K - $50K,F,2,High School Degree,Skilled Manual,2023-04-18
4943,El Cajon,USA,81,>75,$70K - $90K,F,4,Bachelors Degree,Management,2023-04-18
4944,Ladner,Canada,81,>75,$30K - $50K,M,2,High School Degree,Manual,2023-04-18
4945,Palo Alto,USA,43,36 - 50,$30K - $50K,M,3,Partial High School,Skilled Manual,2023-04-18
4946,La Mesa,USA,50,>75,$30K - $50K,F,0,High School Degree,Skilled Manual,2023-04-18
4947,Camacho,Mexico,74,65 - 75,$10K - $30K,M,4,Partial High School,Manual,2023-04-18
4948,Woodburn,USA,62,51 - 64,$10K - $30K,M,5,Partial High School,Manual,2023-04-18
4949,Seattle,USA,52,51 - 64,$130K - $150K,F,4,Partial High School,Professional,2023-04-18
4950,San Gabriel,USA,54,51 - 64,$130K - $150K,M,0,High School Degree,Professional,2023-04-18
4951,Renton,USA,41,36 - 50,$30K - $50K,M,5,High School Degree,Skilled Manual,2023-04-18
4952,Palo Alto,USA,72,65 - 75,$10K - $30K,F,3,Partial High School,Skilled Manual,2023-04-18
4953,Hidalgo,Mexico,19,17 - 25,$10K - $30K,M,5,Partial High School,Skilled Manual,2023-04-18
4954,Lake Oswego,USA,86,>75,$30K - $50K,F,4,High School Degree,Manual,2023-04-18
4955,La Mesa,USA,24,17 - 25,$30K - $50K,F,3,High School Degree,Skilled Manual,2023-04-18
4956,Camacho,Mexico,60,51 - 64,$10K - $30K,M,4,Partial High School,Skilled Manual,2023-04-18
4957,Redwood City,USA,34,26 - 35,$130K - $150K,M,5,High School Degree,Professional,2023-04-18
4958,Yakima,USA,83,>75,$90K - $110K,M,1,Partial High School,Professional,2023-04-18
4959,Albany,USA,54,51 - 64,$70K - $90K,F,2,High School Degree,Professional,2023-04-18
4960,Tixapan,Mexico,22,17 - 25,$10K - $30K,M,0,Partial High School,Skilled Manual,2023-04-18
4961,Salem,USA,80,>75,$30K - $50K,M,4,High School Degree,Skilled Manual,2023-04-18
4962,Portland,USA,55,51 - 64,$30K - $50K,F,1,Partial College,Professional,2023-04-18
4963,National City,USA,59,51 - 64,$30K - $50K,F,2,High School Degree,Skilled Manual,2023-04-18
4964,Anacortes,USA,73,65 - 75,$30K - $50K,F,2,Partial High School,Manual,2023-04-18
4965,La Cruz,Mexico,31,26 - 35,$30K - $50K,F,4,High School Degree,Skilled Manual,2023-04-18
4966,Fremont,USA,71,65 - 75,$10K - $30K,F,0,Partial High School,Manual,2023-04-18
4967,Bellflower,USA,84,>75,$30K - $50K,F,3,High School Degree,Manual,2023-04-18
4968,Spring Valley,USA,29,26 - 35,$30K - $50K,M,5,High School Degree,Manual,2023-04-18
4969,Tixapan,Mexico,84,>75,$130K - $150K,M,1,High School Degree,Management,2023-04-18
4970,San Jose,USA,37,36 - 50,$110K - $130K,F,3,Graduate Degree,Professional,2023-04-18
4971,Haney,Canada,83,>75,$30K - $50K,F,0,High School Degree,Skilled Manual,2023-04-18
4972,Ladner,Canada,87,>75,$70K - $90K,M,5,Bachelors Degree,Professional,2023-04-18
4973,Olympia,USA,29,26 - 35,$50K - $70K,M,1,Partial High School,Skilled Manual,2023-04-18
4974,Altadena,USA,46,36 - 50,$30K - $50K,M,1,Partial High School,Skilled Manual,2023-04-18
4975,Colma,USA,43,36 - 50,$30K - $50K,F,1,Partial College,Skilled Manual,2023-04-18
4976,San Jose,USA,49,36 - 50,$50K - $70K,M,2,Bachelors Degree,Professional,2023-04-18
4977,Burnaby,Canada,75,>75,$130K - $150K,M,0,Graduate Degree,Professional,2023-04-18
4978,Westminster,Canada,48,36 - 50,$90K - $110K,M,1,High School Degree,Professional,2023-04-18
4979,Bellingham,USA,78,>75,$10K - $30K,M,1,Partial High School,Skilled Manual,2023-04-18
4980,Lemon Grove,USA,60,51 - 64,$30K - $50K,F,0,Partial High School,Manual,2023-04-18
4981,Guadalajara,Mexico,56,51 - 64,$10K - $30K,F,1,High School Degree,Manual,2023-04-18
4982,National City,USA,52,51 - 64,$50K - $70K,F,1,Bachelors Degree,Professional,2023-04-18
4983,La Cruz,Mexico,33,26 - 35,$10K - $30K,M,2,Partial High School,Skilled Manual,2023-04-18
4984,Shawnee,Canada,86,>75,$10K - $30K,F,3,Partial High School,Skilled Manual,2023-04-18
4985,Yakima,USA,27,26 - 35,$70K - $90K,M,3,Graduate Degree,Management,2023-04-18
4986,Issaquah,USA,30,26 - 35,$10K - $30K,M,2,Partial High School,Skilled Manual,2023-04-18
4987,Lynnwood,USA,32,26 - 35,$10K - $30K,F,3,Partial High School,Manual,2023-04-18
4988,Bellingham,USA,58,51 - 64,$10K - $30K,F,0,Partial High School,Manual,2023-04-18
4989,Ladner,Canada,25,>75,$30K - $50K,F,3,High School Degree,Skilled Manual,2023-04-18
4990,Pomona,USA,81,>75,$90K - $110K,M,3,Partial College,Management,2023-04-18
4991,Imperial Beach,USA,46,36 - 50,$30K - $50K,M,2,High School Degree,Manual,2023-04-18
4992,Altadena,USA,78,>75,$10K - $30K,M,3,Partial High School,Manual,2023-04-18
4993,Berkeley,USA,84,>75,$70K - $90K,F,5,Bachelors Degree,Management,2023-04-18
