customer_id,city,country,birthdate,yearly_income,gender,total_children,education,occupation
5049,Concord,USA,1946-01-03,$70K - $90K,M,4,High School Degree,Management
5050,Puyallup,USA,1956-10-21,$10K - $30K,F,3,Partial High School,Skilled Manual
5051,La Jolla,USA,1942-05-22,$110K - $130K,M,5,Graduate Degree,Professional
5052,Richmond,USA,1969-11-09,$30K - $50K,F,5,High School Degree,Skilled Manual
5053,Orizaba,Mexico,1932-11-17,$50K - $70K,M,2,Bachelors Degree,Management
5054,Los Angeles,USA,1946-07-04,$110K - $130K,F,2,Partial High School,Management
5055,Burnaby,Canada,1911-11-10,$30K - $50K,M,5,High School Degree,Manual
5056,Issaquah,USA,1950-11-27,$10K - $30K,F,5,Partial High School,Manual
5057,San Carlos,USA,1943-10-23,$30K - $50K,M,1,High School Degree,Skilled Manual
5058,San Carlos,USA,1974-07-18,$30K - $50K,M,2,Partial College,Manual
5059,Tlaxiaco,Mexico,1976-06-17,$50K - $70K,F,0,Bachelors Degree,Professional
5060,Lebanon,USA,1956-01-09,$10K - $30K,M,3,Partial High School,Manual
5061,Arcadia,USA,1934-05-15,$10K - $30K,M,4,Partial High School,Skilled Manual
5062,Lakewood,USA,1970-11-07,$30K - $50K,M,4,High School Degree,Manual
5063,Port Orchard,USA,1951-08-11,$30K - $50K,M,3,High School Degree,Skilled Manual
5064,Redwood City,USA,1930-05-21,$10K - $30K,M,3,Partial High School,Manual
5065,Acapulco,Mexico,1951-11-26,$50K - $70K,F,1,Bachelors Degree,Professional
5066,Daly City,USA,1923-05-14,$10K - $30K,F,0,Partial High School,Skilled Manual
5067,Olympia,USA,1953-11-24,$50K - $70K,M,2,Bachelors Degree,Professional
5068,Walla Walla,USA,1942-02-09,$70K - $90K,M,3,Graduate Degree,Professional
5069,San Andres,Mexico,1937-09-13,$50K - $70K,M,0,Bachelors Degree,Professional
5070,Albany,USA,1965-04-12,$30K - $50K,F,3,High School Degree,Skilled Manual
5071,Orizaba,Mexico,1962-05-15,$30K - $50K,F,1,High School Degree,Manual
5072,West Covina,USA,1963-02-02,$30K - $50K,F,1,Partial College,Skilled Manual
5073,Guadalajara,Mexico,1930-11-06,$50K - $70K,F,0,Partial College,Professional
5074,Edmonds,USA,1923-05-25,$110K - $130K,M,4,Bachelors Degree,Professional
5075,Port Hammond,Canada,1957-12-22,$30K - $50K,F,1,High School Degree,Manual
5076,Colma,USA,1969-03-11,$50K - $70K,F,2,High School Degree,Manual
5077,Richmond,Canada,1979-03-14,$30K - $50K,M,1,Bachelors Degree,Professional
5078,La Cruz,Mexico,1977-06-03,$50K - $70K,F,4,Bachelors Degree,Professional
5079,Altadena,USA,1920-10-05,$10K - $30K,F,3,Partial High School,Skilled Manual
5080,Seattle,USA,1943-07-23,$90K - $110K,F,5,High School Degree,Professional
5081,Mexico City,Mexico,1926-09-26,$70K - $90K,F,3,High School Degree,Professional
5082,Palo Alto,USA,1942-02-22,$50K - $70K,F,0,Bachelors Degree,Management
5083,Ladner,Canada,1934-05-01,$30K - $50K,F,0,Bachelors Degree,Professional
5084,Port Hammond,Canada,1955-04-11,$10K - $30K,M,5,Partial High School,Skilled Manual
5085,Coronado,USA,1912-07-13,$10K - $30K,M,0,Partial High School,Manual
5086,Burbank,USA,1932-10-05,$50K - $70K,F,3,Partial College,Clerical
5087,Fremont,USA,1961-08-06,$30K - $50K,F,0,Bachelors Degree,Management
5088,Albany,USA,1936-04-01,$10K - $30K,F,2,Partial High School,Skilled Manual
5089,Langley,Canada,1935-10-02,$30K - $50K,F,2,High School Degree,Skilled Manual
5090,Acapulco,Mexico,1960-11-19,$30K - $50K,M,4,Partial College,Skilled Manual
5091,Imperial Beach,USA,1968-06-24,$30K - $50K,M,4,High School Degree,Skilled Manual
5092,Olympia,USA,1942-05-10,$30K - $50K,F,3,High School Degree,Skilled Manual
5093,Richmond,USA,1926-04-22,$10K - $30K,F,5,Partial High School,Skilled Manual
5094,Santa Cruz,USA,1956-04-08,$130K - $150K,M,1,High School Degree,Professional
5095,West Covina,USA,1913-08-20,$30K - $50K,F,4,High School Degree,Skilled Manual
5096,Torrance,USA,1968-12-09,$70K - $90K,M,1,Bachelors Degree,Management
5097,Palo Alto,USA,1926-02-20,$70K - $90K,M,2,High School Degree,Professional
5098,Sedro Woolley,USA,1961-11-02,$30K - $50K,F,3,Partial College,Skilled Manual
5099,Camacho,Mexico,1915-10-06,$50K - $70K,F,1,Bachelors Degree,Professional
5100,Tlaxiaco,Mexico,1910-08-23,$50K - $70K,M,1,High School Degree,Skilled Manual
5101,Redmond,USA,1911-12-07,$30K - $50K,F,4,High School Degree,Skilled Manual
5102,Merida,Mexico,1963-11-24,$70K - $90K,F,0,Bachelors Degree,Management
5103,Coronado,USA,1954-05-21,$30K - $50K,M,5,Partial High School,Skilled Manual
5104,Spring Valley,USA,1961-09-14,$30K - $50K,M,2,High School Degree,Skilled Manual
5105,Oregon City,USA,1922-11-13,$30K - $50K,M,3,Partial College,Skilled Manual
5106,Beaverton,USA,1921-11-10,$10K - $30K,M,0,Partial High School,Manual
5107,Glendale,USA,1961-03-13,$10K - $30K,M,0,Partial High School,Skilled Manual
5108,Ladner,Canada,1967-09-23,$50K - $70K,F,3,Partial High School,Skilled Manual
5109,Burien,USA,1913-05-05,$50K - $70K,M,0,Bachelors Degree,Professional
5110,Anacortes,USA,1975-01-15,$10K - $30K,F,2,High School Degree,Skilled Manual
5111,Royal Oak,Canada,1924-02-22,$10K - $30K,M,3,Partial High School,Manual
5112,Oregon City,USA,1953-06-19,$30K - $50K,F,3,Partial High School,Manual
5113,San Gabriel,USA,1931-11-16,$30K - $50K,M,3,High School Degree,Manual
5114,Hidalgo,Mexico,1940-09-07,$30K - $50K,F,3,Partial College,Skilled Manual
5115,Sedro Woolley,USA,1926-04-08,$50K - $70K,M,0,Partial High School,Manual
5116,Marysville,USA,1953-10-23,$30K - $50K,F,3,High School Degree,Manual
5117,Royal Oak,Canada,1916-10-03,$50K - $70K,M,2,Bachelors Degree,Professional
5118,W. Linn,USA,1930-06-18,$70K - $90K,F,2,Bachelors Degree,Professional
5119,Seattle,USA,1969-01-20,$70K - $90K,M,0,Bachelors Degree,Professional
5120,Bellflower,USA,1938-02-10,$110K - $130K,F,0,Partial High School,Management
5121,Bellingham,USA,1943-03-17,$30K - $50K,M,2,Partial College,Clerical
5122,Bellingham,USA,1962-08-28,$10K - $30K,M,1,Partial High School,Manual
5123,Lake Oswego,USA,1976-11-11,$10K - $30K,F,1,Partial High School,Skilled Manual
5124,Camacho,Mexico,1944-02-19,$50K - $70K,M,3,Bachelors Degree,Professional
5125,Olympia,USA,1922-06-25,$30K - $50K,F,2,High School Degree,Manual
5126,Lincoln Acres,USA,1958-01-17,$50K - $70K,F,2,Bachelors Degree,Professional
5127,Burien,USA,1939-09-21,$50K - $70K,F,1,High School Degree,Skilled Manual
5128,Novato,USA,1930-09-15,$70K - $90K,M,4,High School Degree,Professional
5129,Merida,Mexico,1940-12-10,$50K - $70K,F,2,Bachelors Degree,Management
5130,Milwaukie,USA,1923-09-09,$130K - $150K,F,1,Bachelors Degree,Professional
5131,Lemon Grove,USA,1941-12-07,$130K - $150K,F,1,Graduate Degree,Management
5132,Imperial Beach,USA,1930-03-19,$10K - $30K,M,4,Partial High School,Manual
5133,Los Angeles,USA,1925-10-24,$50K - $70K,F,1,Bachelors Degree,Professional
5134,Port Orchard,USA,1913-06-19,$30K - $50K,F,4,High School Degree,Manual
5135,Downey,USA,1980-07-22,$30K - $50K,F,0,Partial High School,Skilled Manual
5136,Langley,Canada,1911-03-09,$30K - $50K,M,3,High School Degree,Manual
5137,Lincoln Acres,USA,1948-01-13,$130K - $150K,F,5,Partial High School,Professional
5138,Lincoln Acres,USA,1941-06-05,$130K - $150K,M,2,Partial College,Professional
5139,Mill Valley,USA,1975-02-02,$10K - $30K,M,0,Partial High School,Skilled Manual
5140,Santa Fe,Mexico,1917-04-18,$70K - $90K,F,1,Graduate Degree,Management
5141,Newport Beach,USA,1927-04-22,$50K - $70K,M,0,Bachelors Degree,Professional
5142,Lake Oswego,USA,1937-10-22,$90K - $110K,F,3,Partial High School,Professional
5143,Tacoma,USA,1950-04-23,$10K - $30K,M,1,Partial High School,Manual
5144,Burbank,USA,1973-11-14,$70K - $90K,M,4,Bachelors Degree,Professional
5145,Berkeley,USA,1942-05-03,$30K - $50K,M,2,High School Degree,Skilled Manual
5146,Metchosin,Canada,1945-06-15,$50K - $70K,F,1,Bachelors Degree,Professional
5147,Salem,USA,1937-09-22,$30K - $50K,F,1,High School Degree,Skilled Manual
5148,Hidalgo,Mexico,1971-11-15,$30K - $50K,F,0,Partial High School,Skilled Manual
5149,Burlingame,USA,1928-03-17,$30K - $50K,F,1,High School Degree,Skilled Manual
5150,Coronado,USA,1936-03-26,$50K - $70K,F,4,Bachelors Degree,Professional
5151,Vancouver,Canada,1977-04-10,$10K - $30K,M,4,Partial High School,Manual
5152,Lemon Grove,USA,1939-08-22,$70K - $90K,F,2,Graduate Degree,Management
5153,Milwaukie,USA,1939-03-23,$50K - $70K,F,2,Bachelors Degree,Professional
5154,Richmond,USA,1964-04-12,$10K - $30K,F,2,Partial High School,Manual
5155,Arcadia,USA,1972-10-17,$30K - $50K,M,4,Partial College,Professional
5156,Haney,Canada,1958-12-15,$110K - $130K,M,3,High School Degree,Professional
5157,Novato,USA,1930-08-15,$50K - $70K,F,2,Bachelors Degree,Professional
5158,Bremerton,USA,1960-08-01,$30K - $50K,M,3,High School Degree,Skilled Manual
5159,N. Vancouver,Canada,1947-12-11,$130K - $150K,M,1,Partial High School,Management
5160,Milwaukie,USA,1932-05-27,$10K - $30K,F,3,Partial High School,Manual
5161,Santa Monica,USA,1947-03-27,$30K - $50K,M,3,High School Degree,Manual
5162,Walla Walla,USA,1924-04-20,$130K - $150K,M,5,Bachelors Degree,Professional
5163,Port Orchard,USA,1948-03-24,$30K - $50K,M,3,High School Degree,Skilled Manual
5164,Anacortes,USA,1944-02-14,$70K - $90K,F,4,Partial High School,Professional
5165,Port Hammond,Canada,1933-02-14,$30K - $50K,F,3,Partial High School,Skilled Manual
5166,Kirkland,USA,1915-01-04,$30K - $50K,M,4,Partial College,Skilled Manual
5167,Spring Valley,USA,1976-06-01,$10K - $30K,F,3,Partial High School,Manual
5168,San Gabriel,USA,1912-10-21,$150K +,F,4,High School Degree,Management
5169,Lynnwood,USA,1956-04-03,$10K - $30K,F,2,Partial High School,Manual
5170,Lynnwood,USA,1947-04-14,$30K - $50K,F,2,High School Degree,Skilled Manual
5171,Pomona,USA,1917-07-16,$10K - $30K,M,3,Partial High School,Manual
5172,Orizaba,Mexico,1935-05-11,$30K - $50K,M,2,Partial College,Skilled Manual
5173,Marysville,USA,1939-09-09,$30K - $50K,F,2,High School Degree,Skilled Manual
5174,Spokane,USA,1943-08-03,$30K - $50K,M,4,High School Degree,Skilled Manual
5175,Novato,USA,1950-05-26,$50K - $70K,M,5,Bachelors Degree,Management
5176,San Jose,USA,1979-09-23,$10K - $30K,F,5,Partial High School,Manual
5177,Portland,USA,1956-04-20,$50K - $70K,F,5,Partial High School,Manual
5178,Woodland Hills,USA,1966-01-11,$10K - $30K,M,0,Partial High School,Manual
5179,National City,USA,1951-08-12,$30K - $50K,F,2,Partial High School,Skilled Manual
5180,La Mesa,USA,1921-06-10,$30K - $50K,F,5,High School Degree,Manual
5181,Santa Anita,Mexico,1942-02-07,$110K - $130K,M,3,Graduate Degree,Professional
5182,Burien,USA,1956-09-21,$30K - $50K,F,3,Partial High School,Manual
5183,Bellflower,USA,1921-03-27,$10K - $30K,M,3,Partial High School,Skilled Manual
5184,Westminster,Canada,1959-03-17,$30K - $50K,M,3,High School Degree,Manual
5185,San Diego,USA,1965-04-24,$70K - $90K,F,5,Graduate Degree,Management
5186,Victoria,Canada,1926-02-19,$70K - $90K,F,4,Bachelors Degree,Management
5187,Berkeley,USA,1980-04-05,$50K - $70K,M,2,Bachelors Degree,Professional
5188,Bellingham,USA,1960-09-24,$30K - $50K,F,5,High School Degree,Manual
5189,Lakewood,USA,1926-10-19,$30K - $50K,M,0,High School Degree,Manual
5190,Pomona,USA,1962-05-10,$70K - $90K,M,5,High School Degree,Professional
5191,Marysville,USA,1943-03-15,$130K - $150K,M,3,Graduate Degree,Professional
5192,Altadena,USA,1934-03-09,$90K - $110K,M,3,Partial High School,Management
5193,Fremont,USA,1955-08-14,$30K - $50K,M,1,High School Degree,Skilled Manual
5194,Renton,USA,1927-02-02,$30K - $50K,F,5,High School Degree,Skilled Manual
5195,Ballard,USA,1944-05-27,$30K - $50K,M,0,High School Degree,Skilled Manual
5196,Salem,USA,1946-10-23,$50K - $70K,F,3,Bachelors Degree,Management
5197,Palo Alto,USA,1941-06-01,$10K - $30K,M,4,Partial High School,Skilled Manual
5198,Victoria,Canada,1917-10-13,$110K - $130K,F,3,High School Degree,Professional
5199,W. Linn,USA,1914-11-16,$150K +,F,4,Graduate Degree,Professional
5200,Coronado,USA,1914-08-03,$10K - $30K,M,3,High School Degree,Skilled Manual
5201,Pomona,USA,1952-06-07,$30K - $50K,M,4,High School Degree,Manual
5202,Daly City,USA,1945-10-26,$30K - $50K,F,1,High School Degree,Skilled Manual
5203,Beverly Hills,USA,1921-09-07,$50K - $70K,M,5,Bachelors Degree,Professional
5204,Yakima,USA,1933-11-23,$70K - $90K,F,1,Bachelors Degree,Professional
5205,Mill Valley,USA,1943-11-26,$10K - $30K,F,5,Partial High School,Manual
5206,Lebanon,USA,1941-03-15,$10K - $30K,M,1,Partial High School,Skilled Manual
5207,Haney,Canada,1954-08-17,$50K - $70K,M,0,Partial College,Skilled Manual
5208,Pomona,USA,1977-04-08,$90K - $110K,M,4,Partial High School,Professional
5209,Redwood City,USA,1960-06-11,$70K - $90K,M,0,Bachelors Degree,Management
5210,Tacoma,USA,1964-08-23,$30K - $50K,F,1,High School Degree,Manual
5211,Langford,Canada,1948-09-15,$10K - $30K,F,0,Partial High School,Skilled Manual
5212,Metchosin,Canada,1911-11-08,$30K - $50K,F,1,High School Degree,Skilled Manual
5213,Imperial Beach,USA,1938-04-10,$30K - $50K,F,1,High School Degree,Manual
5214,Newport Beach,USA,1958-07-03,$130K - $150K,F,3,Bachelors Degree,Professional
5215,Santa Cruz,USA,1917-04-04,$30K - $50K,M,4,High School Degree,Skilled Manual
5216,Bremerton,USA,1949-09-15,$30K - $50K,F,2,Partial College,Management
5217,Royal Oak,Canada,1961-06-27,$30K - $50K,F,1,High School Degree,Skilled Manual
5218,Oak Bay,Canada,1916-07-17,$90K - $110K,F,3,High School Degree,Professional
5219,Puyallup,USA,1912-11-11,$30K - $50K,M,4,High School Degree,Skilled Manual
5220,Santa Monica,USA,1968-01-08,$30K - $50K,M,4,High School Degree,Manual
5221,San Andres,Mexico,1940-09-09,$30K - $50K,F,1,High School Degree,Manual
5222,Los Angeles,USA,1970-08-22,$50K - $70K,M,2,Bachelors Degree,Management
5223,Orizaba,Mexico,1957-01-05,$30K - $50K,M,0,High School Degree,Manual
5224,Richmond,USA,1942-05-20,$50K - $70K,F,2,Bachelors Degree,Professional
5225,Seattle,USA,1957-04-20,$30K - $50K,F,3,High School Degree,Manual
5226,Downey,USA,1935-05-13,$130K - $150K,M,0,Graduate Degree,Professional
5227,Vancouver,Canada,1959-04-17,$10K - $30K,M,2,Partial High School,Manual
5228,San Diego,USA,1954-02-08,$10K - $30K,F,3,Partial High School,Manual
5229,Metchosin,Canada,1943-02-07,$10K - $30K,F,3,Partial High School,Manual
5230,Corvallis,USA,1925-02-24,$30K - $50K,M,3,High School Degree,Manual
5231,Arcadia,USA,1928-10-06,$50K - $70K,F,2,Bachelors Degree,Professional
5232,Downey,USA,1922-10-14,$10K - $30K,F,4,Partial High School,Skilled Manual
5233,Los Angeles,USA,1966-04-24,$70K - $90K,F,2,Graduate Degree,Professional
5234,Mexico City,Mexico,1953-02-10,$90K - $110K,F,3,High School Degree,Management
5235,N. Vancouver,Canada,1923-05-13,$10K - $30K,F,3,Partial High School,Skilled Manual
5236,Langford,Canada,1941-03-07,$30K - $50K,M,2,Partial College,Management
5237,Sedro Woolley,USA,1935-02-03,$50K - $70K,F,3,Bachelors Degree,Professional
5238,Olympia,USA,1940-12-24,$10K - $30K,M,3,Partial High School,Manual
5239,San Andres,Mexico,1959-01-05,$10K - $30K,M,4,Partial High School,Manual
5240,Burien,USA,1975-02-17,$30K - $50K,F,0,Partial College,Management
5241,Downey,USA,1965-11-25,$110K - $130K,F,5,High School Degree,Professional
5242,N. Vancouver,Canada,1962-05-05,$50K - $70K,F,4,Bachelors Degree,Professional
5243,San Carlos,USA,1960-04-17,$30K - $50K,F,2,High School Degree,Manual
5244,Beverly Hills,USA,1918-10-05,$70K - $90K,F,5,Bachelors Degree,Professional
5245,Milwaukie,USA,1950-09-12,$10K - $30K,M,2,Partial High School,Manual
5246,Tlaxiaco,Mexico,1964-05-27,$10K - $30K,F,3,Partial High School,Manual
5247,Richmond,Canada,1929-09-06,$30K - $50K,M,2,Partial College,Professional
5248,Colma,USA,1968-10-22,$30K - $50K,M,3,High School Degree,Manual
5249,Lakewood,USA,1961-08-18,$70K - $90K,F,4,Graduate Degree,Professional
5250,Bellflower,USA,1922-06-13,$30K - $50K,F,3,Partial College,Management
5251,Novato,USA,1924-05-13,$50K - $70K,F,2,Bachelors Degree,Management
5252,Vancouver,Canada,1974-11-05,$30K - $50K,F,4,Partial High School,Skilled Manual
5253,Woodland Hills,USA,1952-03-11,$130K - $150K,M,1,Partial High School,Professional
5254,Ladner,Canada,1919-10-02,$30K - $50K,M,4,High School Degree,Skilled Manual
5255,National City,USA,1958-04-23,$10K - $30K,M,5,Partial High School,Skilled Manual
5256,Olympia,USA,1948-04-17,$10K - $30K,M,3,Partial High School,Skilled Manual
5257,Woodburn,USA,1970-09-22,$150K +,F,3,Partial High School,Professional
5258,Santa Anita,Mexico,1941-03-10,$10K - $30K,M,0,Partial High School,Manual
5259,Bellflower,USA,1971-09-19,$30K - $50K,M,2,High School Degree,Manual
5260,Sooke,Canada,1961-12-04,$10K - $30K,M,3,Partial High School,Manual
5261,Richmond,Canada,1955-08-09,$30K - $50K,F,0,Partial College,Management
5262,Lakewood,USA,1931-11-21,$70K - $90K,M,5,Bachelors Degree,Professional
5263,Oakland,USA,1928-12-24,$30K - $50K,M,2,High School Degree,Manual
5264,Renton,USA,1941-12-22,$10K - $30K,F,1,Partial High School,Manual
5265,N. Vancouver,Canada,1978-10-26,$10K - $30K,M,1,Partial High School,Skilled Manual
5266,N. Vancouver,Canada,1959-12-07,$30K - $50K,F,4,High School Degree,Skilled Manual
5267,Edmonds,USA,1935-10-15,$130K - $150K,F,2,Partial High School,Professional
5268,Concord,USA,1947-01-04,$10K - $30K,M,2,Partial High School,Manual
5269,Cliffside,Canada,1957-01-07,$30K - $50K,M,1,Bachelors Degree,Professional
5270,Santa Fe,Mexico,1956-05-23,$30K - $50K,M,4,High School Degree,Skilled Manual
5271,Issaquah,USA,1961-08-10,$50K - $70K,M,1,Bachelors Degree,Professional
5272,N. Vancouver,Canada,1913-05-02,$50K - $70K,M,4,Bachelors Degree,Professional
5273,Newton,Canada,1967-07-04,$10K - $30K,M,1,Partial High School,Skilled Manual
5274,Bellflower,USA,1912-11-28,$30K - $50K,M,3,Partial College,Clerical
5275,Everett,USA,1962-11-23,$30K - $50K,F,3,High School Degree,Skilled Manual
5276,Edmonds,USA,1926-02-16,$50K - $70K,F,4,Bachelors Degree,Management
5277,Sooke,Canada,1952-05-18,$90K - $110K,M,5,Partial College,Professional
5278,Beaverton,USA,1972-08-11,$30K - $50K,M,1,High School Degree,Skilled Manual
5279,Long Beach,USA,1931-05-11,$150K +,M,3,Partial High School,Professional
5280,Lakewood,USA,1976-02-07,$10K - $30K,F,5,Partial High School,Skilled Manual
5281,Santa Anita,Mexico,1975-07-08,$10K - $30K,M,5,Partial High School,Manual
5282,Anacortes,USA,1930-09-24,$70K - $90K,F,2,Graduate Degree,Professional
5283,Langley,Canada,1938-04-03,$130K - $150K,F,3,Partial College,Professional
5284,Acapulco,Mexico,1912-02-16,$50K - $70K,F,3,Bachelors Degree,Management
5285,Long Beach,USA,1955-10-17,$10K - $30K,F,0,Partial High School,Skilled Manual
5286,Marysville,USA,1927-02-14,$50K - $70K,M,2,Bachelors Degree,Professional
5287,Cliffside,Canada,1972-03-13,$70K - $90K,F,4,Graduate Degree,Professional
5288,Albany,USA,1956-07-28,$30K - $50K,F,4,High School Degree,Skilled Manual
5289,Bellflower,USA,1972-05-28,$70K - $90K,F,5,Bachelors Degree,Management
5290,Langley,Canada,1949-06-21,$30K - $50K,M,1,Partial College,Clerical
5291,Palo Alto,USA,1973-05-25,$30K - $50K,M,4,Partial College,Clerical
5292,Burlingame,USA,1969-03-16,$30K - $50K,F,3,Partial High School,Manual
5293,Pomona,USA,1957-04-15,$110K - $130K,F,2,Partial College,Professional
5294,Camacho,Mexico,1939-03-05,$10K - $30K,F,4,Partial High School,Skilled Manual
5295,Spokane,USA,1942-11-14,$30K - $50K,M,3,High School Degree,Skilled Manual
5296,El Cajon,USA,1943-09-04,$10K - $30K,F,5,Partial High School,Manual
5297,San Gabriel,USA,1974-11-02,$30K - $50K,M,1,High School Degree,Manual
5298,San Gabriel,USA,1961-09-16,$70K - $90K,M,2,Graduate Degree,Professional
5299,Mill Valley,USA,1943-04-02,$10K - $30K,M,2,Partial High School,Skilled Manual
5300,San Francisco,USA,1949-10-13,$110K - $130K,M,5,Partial High School,Management
5301,Newport Beach,USA,1966-06-22,$70K - $90K,F,2,Bachelors Degree,Professional
5302,Lake Oswego,USA,1958-02-05,$10K - $30K,F,2,Partial High School,Skilled Manual
5303,Olympia,USA,1977-03-12,$110K - $130K,M,3,Bachelors Degree,Professional
5304,Everett,USA,1923-03-25,$110K - $130K,F,4,Partial High School,Management
5305,Milwaukie,USA,1913-12-06,$30K - $50K,M,4,High School Degree,Skilled Manual
5306,Metchosin,Canada,1922-10-24,$150K +,F,1,High School Degree,Management
5307,Arcadia,USA,1978-05-25,$10K - $30K,F,3,Partial High School,Skilled Manual
5308,Glendale,USA,1936-11-12,$70K - $90K,M,2,Bachelors Degree,Professional
5309,Burlingame,USA,1968-11-20,$10K - $30K,F,4,Partial High School,Skilled Manual
5310,Anacortes,USA,1912-07-07,$70K - $90K,M,4,Graduate Degree,Professional
5311,West Covina,USA,1947-11-13,$30K - $50K,M,2,High School Degree,Manual
5312,N. Vancouver,Canada,1916-11-03,$50K - $70K,M,2,Bachelors Degree,Professional
5313,Lemon Grove,USA,1979-10-26,$30K - $50K,F,3,Partial High School,Skilled Manual
5314,Lemon Grove,USA,1940-07-21,$30K - $50K,M,3,Partial College,Clerical
5315,San Andres,Mexico,1942-06-20,$10K - $30K,M,2,Partial High School,Manual
5316,Santa Cruz,USA,1922-12-12,$10K - $30K,F,4,Partial High School,Skilled Manual
5317,Redmond,USA,1971-04-18,$30K - $50K,M,3,Partial College,Management
5318,Orizaba,Mexico,1937-11-10,$50K - $70K,M,3,Bachelors Degree,Management
5319,Redwood City,USA,1918-08-14,$50K - $70K,F,2,Bachelors Degree,Professional
5320,Chula Vista,USA,1966-05-24,$70K - $90K,M,2,Bachelors Degree,Professional
5321,Shawnee,Canada,1980-10-15,$110K - $130K,F,1,High School Degree,Management
5322,Santa Monica,USA,1951-04-03,$10K - $30K,F,4,Partial High School,Manual
5323,Metchosin,Canada,1911-09-12,$30K - $50K,M,1,Bachelors Degree,Professional
5324,Tixapan,Mexico,1971-12-24,$150K +,M,2,Partial College,Professional
5325,Grossmont,USA,1965-08-02,$110K - $130K,F,2,Partial High School,Management
5326,Richmond,Canada,1953-03-25,$50K - $70K,M,0,Bachelors Degree,Professional
5327,Novato,USA,1950-04-28,$70K - $90K,M,1,Bachelors Degree,Professional
5328,Anacortes,USA,1951-01-15,$70K - $90K,F,1,Bachelors Degree,Professional
5329,Salem,USA,1918-10-19,$30K - $50K,M,1,Partial High School,Skilled Manual
5330,Langford,Canada,1912-04-11,$30K - $50K,F,5,Partial High School,Manual
5331,National City,USA,1945-11-08,$90K - $110K,F,2,Partial High School,Professional
5332,Arcadia,USA,1957-02-24,$30K - $50K,F,3,Graduate Degree,Professional
5333,Santa Fe,Mexico,1968-02-28,$70K - $90K,M,2,Bachelors Degree,Management
5334,Shawnee,Canada,1966-05-16,$50K - $70K,M,0,Bachelors Degree,Professional
5335,Seattle,USA,1979-10-18,$10K - $30K,M,5,Partial High School,Skilled Manual
5336,Langley,Canada,1931-06-09,$10K - $30K,F,2,Partial High School,Skilled Manual
5337,Bellingham,USA,1915-08-12,$10K - $30K,M,5,Partial High School,Skilled Manual
5338,National City,USA,1924-07-06,$90K - $110K,M,2,Graduate Degree,Professional
5339,Lake Oswego,USA,1916-10-12,$90K - $110K,M,2,Partial High School,Professional
5340,Beaverton,USA,1938-09-21,$50K - $70K,F,2,Bachelors Degree,Professional
5341,Olympia,USA,1964-01-23,$10K - $30K,F,2,Partial High School,Skilled Manual
5342,Issaquah,USA,1914-04-16,$10K - $30K,F,0,Partial High School,Manual
5343,Mexico City,Mexico,1943-01-16,$30K - $50K,F,4,High School Degree,Skilled Manual
5344,San Jose,USA,1918-09-12,$70K - $90K,M,1,High School Degree,Management
5345,Woodland Hills,USA,1917-03-13,$10K - $30K,F,0,Partial High School,Skilled Manual
5346,Bremerton,USA,1943-05-02,$90K - $110K,F,2,Bachelors Degree,Professional
5347,Woodland Hills,USA,1950-11-08,$150K +,F,3,High School Degree,Professional
5348,Hidalgo,Mexico,1924-09-21,$10K - $30K,F,3,Partial High School,Skilled Manual
5349,Edmonds,USA,1979-09-06,$50K - $70K,F,1,Bachelors Degree,Professional
5350,Walla Walla,USA,1939-08-19,$50K - $70K,M,2,High School Degree,Skilled Manual
5351,Santa Fe,Mexico,1914-10-18,$30K - $50K,F,5,Partial College,Management
5352,Shawnee,Canada,1968-03-06,$30K - $50K,F,1,High School Degree,Manual
5353,Yakima,USA,1926-04-17,$30K - $50K,M,3,High School Degree,Manual
5354,Ballard,USA,1961-02-26,$90K - $110K,F,3,High School Degree,Management
5355,Lynnwood,USA,1911-11-15,$150K +,M,2,Bachelors Degree,Professional
5356,Bellingham,USA,1976-10-06,$50K - $70K,M,1,Bachelors Degree,Management
5357,Beaverton,USA,1977-02-16,$70K - $90K,M,0,Bachelors Degree,Professional
5358,Bremerton,USA,1959-01-06,$150K +,F,1,Bachelors Degree,Management
5359,Torrance,USA,1950-06-04,$50K - $70K,M,1,Bachelors Degree,Professional
5360,Milwaukie,USA,1957-10-23,$30K - $50K,M,2,High School Degree,Skilled Manual
5361,National City,USA,1918-12-22,$10K - $30K,M,4,Partial High School,Manual
5362,National City,USA,1917-02-20,$30K - $50K,F,2,Partial College,Manual
5363,Metchosin,Canada,1957-04-22,$30K - $50K,M,3,Partial High School,Manual
5364,Oakland,USA,1963-11-05,$50K - $70K,M,0,Bachelors Degree,Management
5365,El Cajon,USA,1979-06-14,$30K - $50K,F,2,Partial High School,Skilled Manual
5366,Issaquah,USA,1972-03-25,$30K - $50K,F,2,Partial High School,Skilled Manual
5367,Novato,USA,1920-03-05,$50K - $70K,M,3,Bachelors Degree,Management
5368,Lincoln Acres,USA,1949-07-01,$10K - $30K,F,4,Partial High School,Skilled Manual
5369,Langford,Canada,1927-02-26,$30K - $50K,M,3,High School Degree,Skilled Manual
5370,La Jolla,USA,1936-10-16,$10K - $30K,F,3,Partial High School,Manual
5371,Sooke,Canada,1922-06-17,$10K - $30K,M,0,Partial High School,Manual
5372,Metchosin,Canada,1949-11-05,$10K - $30K,F,3,Partial High School,Skilled Manual
